county,year,month,litter,recycled,dumps,county_rd_miles,state_rd_miles,partners,volunteer_hours
Rhea,2019-2020,Aug,3600.0,40.0,0,128.46,0.0,0,0.0
Rhea,2019-2020,Sept,3500.0,30.0,0,127.44,0.0,0,0.0
Rhea,2019-2020,Oct,4500.0,40.0,0,151.69,0.0,0,0.0
Rhea,2019-2020,Nov,3500.0,30.0,0,100.6,0.0,0,0.0
Rhea,2019-2020,Dec,3000.0,35.0,0,100.6,0.0,0,0.0
Rhea,2019-2020,Jan,4000.0,45.0,0,182.61,0.0,0,0.0
Rhea,2019-2020,Feb,3000.0,30.0,0,126.1,0.0,0,0.0
Rhea,2019-2020,Mar,2400.0,10.0,0,72.76,0.0,0,0.0
Rhea,2019-2020,Apr,1000.0,10.0,0,0.0,0.0,0,0.0
Rhea,2019-2020,May,1200.0,20.0,0,0.0,0.0,0,0.0
Rhea,2019-2020,June,30.0,0.0,9,58.64,0.0,0,0.0
Roane,2019-2020,July,5640.0,0.0,8,40.97,2.0,0,0.0
Roane,2019-2020,Aug,3225.0,0.0,0,25.0,0.0,0,0.0
Roane,2019-2020,Sept,4545.0,0.0,3,37.25,6.5,0,0.0
Roane,2019-2020,Oct,3555.0,0.0,4,26.0,3.0,0,0.0
Roane,2019-2020,Nov,3795.0,0.0,7,23.75,1.5,0,0.0
Roane,2019-2020,Dec,1140.0,0.0,1,1.1,5.75,0,0.0
Roane,2019-2020,Jan,3892.5,0.0,7,23.8,3.5,0,0.0
Roane,2019-2020,Feb,5422.5,0.0,5,27.9,1.5,0,0.0
Roane,2019-2020,Mar,4320.0,0.0,5,38.15,0.0,0,0.0
Roane,2019-2020,Apr,4305.0,0.0,2,28.6,0.0,0,0.0
Roane,2019-2020,May,3450.0,0.0,6,14.0,1.5,0,0.0
Roane,2019-2020,June,3120.0,0.0,2,16.4,0.0,0,0.0
Robertson,2019-2020,July,12460.0,156.0,3,53.5,0.0,0,0.0
Robertson,2019-2020,Aug,15880.0,52.0,5,61.5,0.0,0,0.0
Robertson,2019-2020,Sept,26.0,2.0,0,34.5,0.0,0,0.0
Robertson,2019-2020,Oct,12100.0,156.0,4,60.5,0.0,0,0.0
Robertson,2019-2020,Nov,6680.0,364.0,5,24.0,0.0,0,0.0
Robertson,2019-2020,Dec,6880.0,182.0,5,27.0,0.0,0,0.0
Robertson,2019-2020,Jan,10620.0,208.0,6,52.5,0.0,0,0.0
Robertson,2019-2020,Feb,11160.0,110.0,6,25.0,0.0,0,0.0
Robertson,2019-2020,Mar,12580.0,0.0,5,38.0,0.0,0,0.0
Robertson,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Robertson,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Robertson,2019-2020,June,0.0,0.0,0,0.0,0.0,0,0.0
Rutherford,2019-2020,July,7740.0,0.0,0,159.55,0.0,0,0.0
Rutherford,2019-2020,Aug,11500.0,0.0,0,145.8,0.0,0,0.0
Rutherford,2019-2020,Sept,5760.0,0.0,0,103.5,0.0,0,0.0
Rutherford,2019-2020,Oct,6980.0,0.0,0,146.25,0.0,0,0.0
Rutherford,2019-2020,Nov,6980.0,0.0,0,79.9,0.0,0,0.0
Rutherford,2019-2020,Dec,2640.0,0.0,0,74.3,0.0,0,0.0
Rutherford,2019-2020,Jan,7200.0,0.0,0,51.2,0.0,0,0.0
Rutherford,2019-2020,Feb,6040.0,0.0,0,53.6,0.0,0,0.0
Rutherford,2019-2020,Mar,9340.0,0.0,0,68.5,0.0,0,0.0
Rutherford,2019-2020,Apr,0.0,0.0,0,92.3,0.0,0,0.0
Rutherford,2019-2020,May,5400.0,0.0,0,86.1,0.0,0,0.0
Rutherford,2019-2020,June,6260.0,0.0,0,68.4,0.0,0,0.0
Scott,2019-2020,July,2190.0,0.0,1,12.0,4.0,0,0.0
Scott,2019-2020,Aug,1500.0,0.0,0,23.2,5.0,0,0.0
Scott,2019-2020,Sept,2060.0,0.0,1,36.6,0.0,0,0.0
Scott,2019-2020,Oct,3625.0,0.0,0,35.0,6.0,2,8.0
Scott,2019-2020,Nov,3200.0,0.0,0,38.6,4.0,0,0.0
Scott,2019-2020,Dec,5340.0,0.0,0,63.0,8.0,0,0.0
Scott,2019-2020,Jan,7340.0,0.0,0,119.8,2.3,1,0.0
Scott,2019-2020,Feb,3645.0,0.0,0,15.2,1.6,0,0.0
Scott,2019-2020,Mar,2285.0,0.0,0,12.6,2.4,0,0.0
Scott,2019-2020,Apr,500.0,0.0,0,5.0,1.0,0,0.0
Scott,2019-2020,May,1250.0,0.0,0,10.0,0.0,0,0.0
Scott,2019-2020,June,5690.0,0.0,0,10.0,0.0,0,0.0
Sequatchie,2019-2020,July,3715.0,3715.0,0,43.8,0.0,0,0.0
Sequatchie,2019-2020,Aug,2980.0,2980.0,0,31.1,0.0,0,0.0
Sequatchie,2019-2020,Sept,2080.0,2080.0,0,21.9,0.0,0,0.0
Sequatchie,2019-2020,Oct,3655.0,3655.0,1,31.1,1.0,0,0.0
Sequatchie,2019-2020,Nov,4150.0,4150.0,0,41.9,0.0,0,0.0
Sequatchie,2019-2020,Dec,3315.0,3315.0,2,23.4,0.0,0,0.0
Sequatchie,2019-2020,Jan,3540.0,3540.0,1,23.6,0.0,0,0.0
Sequatchie,2019-2020,Feb,1830.0,1830.0,1,14.9,0.0,19,76.0
Sequatchie,2019-2020,Mar,2380.0,2380.0,0,15.4,0.0,0,0.0
Sequatchie,2019-2020,Apr,95.0,95.0,0,111.0,0.0,0,0.0
Sequatchie,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Sequatchie,2019-2020,June,2700.0,2700.0,0,26.4,0.0,0,0.0
Sevier,2019-2020,July,19800.0,0.0,0,43.3,134.8,4,32.0
Sevier,2019-2020,Aug,16640.0,0.0,0,61.4,48.8,36,93.0
Sevier,2019-2020,Sept,20500.0,0.0,0,111.3,31.3,131,385.0
Sevier,2019-2020,Oct,23640.0,0.0,0,116.2,43.7,46,158.0
Sevier,2019-2020,Nov,20320.0,0.0,0,87.9,48.7,111,532.0
Sevier,2019-2020,Dec,22480.0,0.0,0,87.3,44.4,2,30.0
Sevier,2019-2020,Jan,32040.0,0.0,0,89.8,64.6,2,14.0
Sevier,2019-2020,Feb,29800.0,0.0,0,87.7,64.8,15,64.0
Sevier,2019-2020,Mar,14850.0,0.0,0,76.7,12.0,9,104.0
Sevier,2019-2020,Apr,2900.0,0.0,0,10.0,2.0,6,24.0
Sevier,2019-2020,May,8400.0,0.0,0,22.6,19.8,6,24.0
Sevier,2019-2020,June,23960.0,0.0,0,123.2,31.7,0,0.0
Shelby,2019-2020,July,43400.0,0.0,83,277.0,6.0,0,0.0
Shelby,2019-2020,Sept,35360.0,0.0,49,184.0,4.0,0,0.0
Shelby,2019-2020,Oct,49680.0,0.0,25,99.0,6.0,0,0.0
Shelby,2019-2020,Nov,37940.0,0.0,41,70.0,6.0,25,100.0
Shelby,2019-2020,Dec,25820.0,0.0,37,135.0,4.0,0,0.0
Shelby,2019-2020,Jan,18800.0,0.0,22,125.0,2.0,0,0.0
Shelby,2019-2020,Feb,38500.0,0.0,26,182.0,4.0,0,0.0
Shelby,2019-2020,Mar,34160.0,0.0,41,202.0,4.0,0,0.0
Shelby,2019-2020,Apr,32018.0,0.0,42,120.0,3.0,0,0.0
Shelby,2019-2020,May,23200.0,0.0,42,109.0,2.0,0,0.0
Shelby,2019-2020,June,35950.0,0.0,87,153.0,4.0,0,0.0
Smith,2019-2020,July,8065.0,0.0,0,86.8,0.0,0,0.0
Smith,2019-2020,Aug,0.0,0.0,0,86.8,0.0,0,0.0
Smith,2019-2020,Sept,3875.2,0.0,0,58.3,0.0,0,0.0
Smith,2019-2020,Oct,3130.0,0.0,0,47.8,0.0,0,0.0
Smith,2019-2020,Nov,1410.0,0.0,0,23.3,0.0,0,0.0
Smith,2019-2020,Dec,4940.0,0.0,0,57.5,0.0,0,0.0
Smith,2019-2020,Jan,3125.0,0.0,0,42.1,0.0,0,0.0
Smith,2019-2020,Feb,3650.0,0.0,0,44.1,0.0,0,0.0
Smith,2019-2020,Mar,32.9,0.0,0,51.9,0.0,0,0.0
Smith,2019-2020,Apr,2730.0,0.0,0,46.0,0.0,0,0.0
Smith,2019-2020,May,2660.0,0.0,0,72.0,0.0,0,0.0
Smith,2019-2020,June,2585.0,0.0,0,44.2,0.0,0,0.0
Stewart,2019-2020,July,2350.0,2350.0,0,8.2,47.0,0,0.0
Stewart,2019-2020,Aug,2580.0,2580.0,0,31.9,15.5,0,0.0
Stewart,2019-2020,Sept,3399.0,3399.0,0,22.7,23.2,0,0.0
Stewart,2019-2020,Oct,5965.0,5965.0,0,23.6,15.0,0,0.0
Stewart,2019-2020,Nov,9826.0,9826.0,2,9.5,11.3,0,0.0
Stewart,2019-2020,Dec,0.0,0.0,0,0.0,0.0,0,0.0
Stewart,2019-2020,Jan,5638.0,0.0,0,8.0,5.005638,0,0.0
Stewart,2019-2020,Feb,3780.0,378.0,0,3.0,11.2,0,0.0
Stewart,2019-2020,Mar,0.0,0.0,0,0.0,0.0,0,0.0
Stewart,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Stewart,2019-2020,May,1675.0,1675.0,0,3.25,0.5,0,0.0
Stewart,2019-2020,June,9277.0,9277.0,0,18.25,17.5,0,0.0
Sullivan,2019-2020,July,516922.0,509552.0,1,144.0,22.0,0,0.0
Sullivan,2019-2020,Aug,476842.0,464060.0,0,243.0,97.0,0,0.0
Sullivan,2019-2020,Sept,380700.0,380700.0,0,107.0,65.0,0,0.0
Sullivan,2019-2020,Oct,436641.0,428630.0,0,101.0,100.0,0,0.0
Sullivan,2019-2020,Nov,541349.0,534590.0,0,132.0,29.0,0,0.0
Sullivan,2019-2020,Dec,591837.0,584230.0,0,100.0,67.0,0,0.0
Sullivan,2019-2020,Jan,524290.57,524290.57,0,102.0,53.0,0,0.0
Sullivan,2019-2020,Feb,475860.0,475860.0,0,82.0,27.0,0,0.0
Sullivan,2019-2020,Mar,591837.0,440880.0,0,70.0,14.0,0,0.0
Sullivan,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Sullivan,2019-2020,May,591837.0,294720.0,0,37.0,1.0,0,0.0
Sullivan,2019-2020,June,591837.0,473644.0,0,92.0,7.0,0,0.0
Sumner,2019-2020,July,8460.0,50.0,3,102.89,0.0,0,0.0
Sumner,2019-2020,Aug,6720.0,3.0,6,93.92,0.0,0,0.0
Sumner,2019-2020,Sept,5780.0,4.0,4,105.0,0.0,0,0.0
Sumner,2019-2020,Oct,6320.0,5.0,8,77.12,0.0,0,0.0
Sumner,2019-2020,Nov,5200.0,5.0,4,52.82,0.0,0,0.0
Sumner,2019-2020,Dec,6540.0,3.0,17,86.97,0.0,0,0.0
Sumner,2019-2020,Jan,6600.0,5.0,6,81.67,0.0,0,0.0
Sumner,2019-2020,Feb,5340.0,3.0,9,84.7,0.0,0,0.0
Sumner,2019-2020,Mar,5020.0,4.0,3,41.36,0.0,0,0.0
Sumner,2019-2020,Apr,640.0,0.0,3,0.0,0.0,0,0.0
Sumner,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Sumner,2019-2020,June,0.0,0.0,0,0.0,0.0,0,0.0
Tipton,2019-2020,July,11490.0,50.0,8,12.1,0.0,0,0.0
Tipton,2019-2020,Aug,8350.0,10.0,8,14.0,0.0,0,0.0
Tipton,2019-2020,Sept,16145.0,4135.0,8,15.8,0.0,12,24.0
Tipton,2019-2020,Oct,10100.0,120.0,8,13.4,0.0,47,72.0
Tipton,2019-2020,Nov,7270.0,70.0,90,7.2,0.0,0,0.0
Tipton,2019-2020,Dec,4720.0,120.0,2,4.0,0.0,0,0.0
Tipton,2019-2020,Jan,5840.0,40.0,10,3.1,0.0,0,0.0
Tipton,2019-2020,Feb,2720.0,100.0,17,1.5,0.0,0,0.0
Tipton,2019-2020,Mar,6420.0,180.0,10,6.2,0.0,0,0.0
Tipton,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Tipton,2019-2020,May,120.0,0.0,0,4.0,0.0,0,0.0
Tipton,2019-2020,June,10480.0,520.0,13,10.6,0.0,0,0.0
Trousdale,2019-2020,July,13215.0,3933.0,0,460.0,0.0,0,0.0
Trousdale,2019-2020,Aug,10590.0,10590.0,0,450.0,0.0,0,0.0
Trousdale,2019-2020,Sept,12075.0,12075.0,0,485.0,0.0,0,0.0
Trousdale,2019-2020,Oct,2511.0,2511.0,0,630.0,0.0,0,0.0
Trousdale,2019-2020,Nov,12600.0,12600.0,0,458.0,0.0,0,0.0
Trousdale,2019-2020,Dec,7590.0,7590.0,0,367.0,0.0,0,0.0
Trousdale,2019-2020,Jan,13305.0,13305.0,0,536.0,0.0,0,0.0
Trousdale,2019-2020,Feb,11235.0,11235.0,0,348.0,0.0,0,0.0
Trousdale,2019-2020,Mar,570.5,570.5,0,0.0,0.0,0,0.0
Trousdale,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Trousdale,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Trousdale,2019-2020,June,0.0,0.0,0,0.0,0.0,0,0.0
Unicoi,2019-2020,July,3000.0,0.0,0,270.0,14.0,0,0.0
Unicoi,2019-2020,Aug,6246.0,0.0,1,81.0,32.0,0,0.0
Unicoi,2019-2020,Sept,744.0,0.0,2,130.0,72.0,0,0.0
Unicoi,2019-2020,Oct,6180.0,0.0,0,124.0,58.0,0,0.0
Unicoi,2019-2020,Nov,5456.0,0.0,0,108.0,46.0,0,0.0
Unicoi,2019-2020,Dec,6496.0,0.0,0,114.0,6.0,0,0.0
Unicoi,2019-2020,Jan,7426.0,0.0,0,111.0,14.0,0,0.0
Unicoi,2019-2020,Feb,5480.0,0.0,1,103.0,32.0,0,0.0
Unicoi,2019-2020,Mar,3337.0,0.0,0,42.0,26.0,0,0.0
Unicoi,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Unicoi,2019-2020,May,0.0,0.0,0,49.0,26.0,0,0.0
Unicoi,2019-2020,June,5334.0,0.0,1,102.0,72.0,0,0.0
Union,2019-2020,July,4680.0,0.0,8,11.1,0.0,0,0.0
Union,2019-2020,Aug,19580.0,0.0,15,15.1,0.0,0,0.0
Union,2019-2020,Sept,10700.0,0.0,14,16.2,1.4,0,0.0
Union,2019-2020,Oct,6220.0,0.0,10,20.3,3.9,0,0.0
Union,2019-2020,Nov,7000.0,0.0,21,16.6,1.1,0,0.0
Union,2019-2020,Dec,4240.0,0.0,6,8.0,2.3,0,0.0
Union,2019-2020,Jan,10200.0,17.0,0,11.3,4.5,0,0.0
Union,2019-2020,Feb,7520.0,0.0,12,7.1,1.7,0,0.0
Union,2019-2020,Mar,13300.0,0.0,15,20.0,9.3,0,0.0
Union,2019-2020,Apr,5320.0,0.0,5,0.3,0.0,0,0.0
Union,2019-2020,May,7440.0,0.0,24,32.4,0.0,0,0.0
Union,2019-2020,June,17980.0,0.0,11,50.8,0.0,0,0.0
Van Buren,2019-2020,July,5628.0,3691.0,1,1976.0,0.0,0,0.0
Van Buren,2019-2020,Aug,6960.0,4800.0,1,1830.0,0.0,0,0.0
Van Buren,2019-2020,Sept,7160.0,5170.0,1,1452.0,0.0,0,0.0
Van Buren,2019-2020,Oct,6070.0,3670.0,2,1311.0,0.0,0,0.0
Van Buren,2019-2020,Nov,4950.0,2860.0,1,1277.0,0.0,0,0.0
Van Buren,2019-2020,Dec,6620.0,3180.0,1,1940.0,0.0,0,0.0
Van Buren,2019-2020,Jan,7050.0,5070.0,3,1570.0,0.0,0,0.0
Van Buren,2019-2020,Feb,4220.0,2680.0,2,1685.0,0.0,0,0.0
Van Buren,2019-2020,Mar,445.0,3560.0,0,1969.0,0.0,0,0.0
Van Buren,2019-2020,Apr,5935.0,4640.0,0,1820.0,0.0,0,0.0
Van Buren,2019-2020,May,2080.0,1240.0,0,1468.0,0.0,0,0.0
Van Buren,2019-2020,June,3350.0,2170.0,0,1030.0,0.0,0,0.0
Warren,2019-2020,July,3649.0,455.0,1,118.8,0.0,0,0.0
Warren,2019-2020,Aug,3823.0,445.0,1,124.7,0.0,0,0.0
Warren,2019-2020,Sept,4310.0,477.0,0,112.5,0.0,0,0.0
Warren,2019-2020,Oct,4276.0,482.0,6,129.3,0.0,0,0.0
Warren,2019-2020,Nov,3501.0,503.0,1,76.2,0.0,0,0.0
Warren,2019-2020,Dec,3501.0,477.0,1,112.5,0.0,0,0.0
Warren,2019-2020,Jan,5477.0,749.0,1,93.4,0.0,0,0.0
Warren,2019-2020,Feb,4052.0,489.0,0,82.2,0.0,0,0.0
Warren,2019-2020,Mar,2148.0,268.0,0,82.2,0.0,0,0.0
Warren,2019-2020,Apr,500.0,0.0,3,20.0,0.0,0,0.0
Warren,2019-2020,May,5889.0,9.0,2,1.9,0.0,0,0.0
Warren,2019-2020,June,226.0,0.0,3,115.0,0.0,0,0.0
Washington,2019-2020,July,17050.0,0.0,0,838.0,1229.0,0,0.0
Washington,2019-2020,Aug,20325.0,0.0,0,1155.0,1514.0,0,0.0
Washington,2019-2020,Sept,37050.0,0.0,0,888.0,1226.0,0,0.0
Washington,2019-2020,Oct,52125.0,0.0,1,358.0,726.0,0,0.0
Washington,2019-2020,Nov,72645.0,0.0,2,440.0,864.0,0,0.0
Washington,2019-2020,Dec,13700.0,0.0,2,185.0,0.0,0,0.0
Washington,2019-2020,Jan,80600.0,0.0,5,97.0,52.0,0,0.0
Washington,2019-2020,Feb,28770.0,0.0,2,55.0,21.0,0,0.0
Washington,2019-2020,Mar,55350.0,0.0,5,107.5,24.5,0,0.0
Washington,2019-2020,Apr,13625.0,0.0,2,39.5,12.0,0,0.0
Washington,2019-2020,May,16825.0,0.0,2,68.0,7.0,0,0.0
Washington,2019-2020,June,22250.0,0.0,0,90.0,66.5,0,0.0
Wayne,2019-2020,July,2800.0,1185.0,13,230.4,111.2,0,0.0
Wayne,2019-2020,Aug,3500.0,1201.0,9,250.8,103.1,0,0.0
Wayne,2019-2020,Sept,3127.0,1025.0,5,232.0,86.0,0,0.0
Wayne,2019-2020,Oct,3520.0,1515.0,10,178.5,80.0,2,6.0
Wayne,2019-2020,Nov,3100.0,1225.0,15,200.0,75.5,0,0.0
Wayne,2019-2020,Dec,2500.0,2500.0,8,232.2,65.0,0,0.0
Wayne,2019-2020,Jan,4834.0,2570.0,8,274.4,80.2,0,0.0
Wayne,2019-2020,Feb,2930.0,2473.0,4,223.5,100.6,0,0.0
Wayne,2019-2020,Mar,2795.0,1505.0,1,166.5,40.0,0,0.0
Wayne,2019-2020,Apr,3090.0,2915.0,0,168.8,53.1,0,0.0
Wayne,2019-2020,May,5405.0,2805.0,9,191.0,92.3,0,0.0
Wayne,2019-2020,June,3770.0,3473.0,0,142.5,77.3,0,0.0
Weakley,2019-2020,July,2485.0,280.0,3,28.05,0.0,5,24.0
Weakley,2019-2020,Aug,6680.0,90.0,2,29.5,0.0,15,38.0
Weakley,2019-2020,Sept,4980.0,65.0,5,27.67,0.0,15,22.0
Weakley,2019-2020,Oct,1821.0,50.0,6,19.2,0.0,35,810.0
Weakley,2019-2020,Nov,4010.0,95.0,7,19.73,0.0,18,42.0
Weakley,2019-2020,Dec,5890.0,65.0,10,25.88,0.0,13,42.0
Weakley,2019-2020,Jan,4808.0,35.0,6,22.71,0.0,26,87.0
Weakley,2019-2020,Feb,3550.0,50.0,8,10.1,0.0,3,12.0
Weakley,2019-2020,Mar,1150.0,45.0,0,12.0,0.0,3,8.0
Weakley,2019-2020,Apr,350.0,30.0,0,12.0,0.0,0,0.0
Weakley,2019-2020,May,5512.0,120.0,12,16.0,0.0,18,94.0
Weakley,2019-2020,June,4099.0,40.0,4,11.75,0.0,15,45.0
White,2019-2020,July,18090.0,0.0,1,259.7,101.62,0,0.0
White,2019-2020,Aug,1000.0,0.0,3,183.0,20.0,87,327.0
White,2019-2020,Sept,1000.0,0.0,1,107.5,22.5,211,738.5
White,2019-2020,Oct,8400.0,0.0,0,110.0,33.0,12,84.0
White,2019-2020,Nov,2489.0,0.0,0,196.0,80.0,0,0.0
White,2019-2020,Dec,17569.0,0.0,0,309.4,24.0,0,0.0
White,2019-2020,Jan,17569.0,0.0,5,223.1,24.0,8,80.0
White,2019-2020,Feb,19531.0,0.0,4,307.0,83.0,14,220.0
White,2019-2020,Mar,11214.0,0.0,0,155.0,27.3,7,56.0
White,2019-2020,Apr,3140.0,0.0,7,58.0,51.0,2,8.0
White,2019-2020,May,3255.0,0.0,17,318.9,32.0,6,6.0
White,2019-2020,June,2340.0,0.0,6,174.9,22.9,6,6.0
Williamson,2019-2020,July,3640.0,0.0,0,26.0,0.1,0,0.0
Williamson,2019-2020,Aug,5645.0,235.0,5,22.9,5.0,0,0.0
Williamson,2019-2020,Sept,17190.0,420.0,7,64.8,5.7,0,0.0
Williamson,2019-2020,Oct,21020.0,1030.0,0,61.1,29.2,0,0.0
Williamson,2019-2020,Nov,7795.0,535.0,3,52.3,0.3,0,0.0
Williamson,2019-2020,Dec,5190.0,690.0,5,24.1,0.2,0,0.0
Williamson,2019-2020,Jan,3035.0,555.0,4,1.9,1.8,0,0.0
Williamson,2019-2020,Feb,3017.0,207.0,3,9.0,1.4,0,0.0
Williamson,2019-2020,Mar,8110.0,1060.0,3,15.0,4.4,0,0.0
Williamson,2019-2020,Apr,2802.0,272.0,7,1.3,1.8,0,0.0
Williamson,2019-2020,May,3955.0,555.0,1,1.1,1.1,0,0.0
Williamson,2019-2020,June,2145.0,15.0,6,0.6,1.4,0,0.0
Wilson,2019-2020,July,23095.0,0.0,0,28.5,0.0,0,0.0
Wilson,2019-2020,Aug,27185.0,0.0,0,32.9,0.0,0,0.0
Wilson,2019-2020,Sept,26605.0,0.0,0,53.8,0.0,0,0.0
Wilson,2019-2020,Oct,12110.0,0.0,0,19.8,0.0,0,0.0
Wilson,2019-2020,Nov,31445.0,0.0,0,40.3,2.3,0,0.0
Wilson,2019-2020,Dec,28645.0,0.0,0,33.0,6.6,0,0.0
Wilson,2019-2020,Jan,37655.0,0.0,0,43.0,9.1,0,0.0
Wilson,2019-2020,Feb,33430.0,0.0,0,36.9,4.1,0,0.0
Wilson,2019-2020,Mar,21465.0,0.0,0,32.1,3.6,0,0.0
Wilson,2019-2020,Apr,0.0,0.0,0,0.0,0.0,0,0.0
Wilson,2019-2020,May,0.0,0.0,0,0.0,0.0,0,0.0
Wilson,2019-2020,June,0.0,0.0,0,0.0,0.0,0,0.0
